[header]
width=20
height=100
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../../../../tileset.png,64,64,0,0
tileset=../tileset.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
0,0,21,0,0,37,0,0,37,0,0,37,0,0,37,0,0,21,0,0,
0,0,21,0,0,37,0,0,37,0,0,37,0,0,37,0,0,21,0,0,
0,0,22,102,89,23,0,0,23,0,0,23,0,0,23,89,102,22,0,0,
0,0,11,12,13,21,14,15,21,11,12,21,13,14,21,18,19,20,0,0,
0,0,0,0,0,21,0,0,21,0,0,21,0,0,21,0,0,0,0,0,
101,101,101,101,101,21,101,101,21,101,101,21,101,101,21,101,101,101,101,101,
11,12,13,14,15,21,15,16,21,20,11,21,13,14,21,16,17,18,19,20,
101,101,101,101,101,21,101,101,85,101,101,21,101,101,21,101,101,101,101,101,
24,24,24,24,24,21,24,24,21,24,24,21,24,24,21,24,24,24,24,24,
11,12,13,14,15,21,12,13,21,20,11,21,13,14,21,16,17,18,19,20,
24,24,24,24,24,21,24,24,21,24,24,21,24,24,21,24,24,24,24,24,
88,88,88,24,24,21,24,24,21,24,24,21,24,24,21,24,24,24,24,24,
11,12,13,14,15,21,12,13,21,20,11,21,13,14,21,16,17,18,19,20,
0,0,0,0,0,21,0,0,21,0,0,21,0,0,21,0,0,0,0,0,
0,0,0,0,0,21,0,0,21,0,0,21,0,0,21,44,0,0,0,0,
0,0,23,0,0,22,0,0,22,0,0,22,0,0,22,0,23,0,0,0,
11,12,21,14,15,16,17,18,19,20,11,12,13,14,15,17,21,18,19,20,
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,
0,0,21,0,0,0,0,0,0,0,0,0,23,0,108,0,21,0,0,0,
0,0,21,0,104,0,23,0,0,0,0,0,21,18,19,20,21,0,0,0,
0,0,21,11,12,13,21,0,0,0,0,0,21,0,0,0,22,0,0,0,
0,0,22,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,
0,0,0,0,0,0,21,0,0,0,0,0,23,0,0,47,0,0,0,23,
0,23,0,89,0,0,21,0,0,0,11,12,21,11,12,13,14,15,16,21,
0,22,17,18,19,20,21,0,107,0,0,0,21,0,0,0,0,0,0,21,
0,22,0,0,0,0,22,19,20,0,24,35,22,35,35,35,103,0,0,21,
0,22,0,0,0,0,0,0,0,0,11,12,13,17,18,19,20,0,0,21,
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
0,22,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,0,21,
11,12,13,14,15,16,21,18,19,20,11,12,13,14,15,16,21,18,19,22,
0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,
0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,
0,0,0,105,0,0,22,0,0,23,0,0,0,0,0,0,21,0,106,23,
0,0,0,11,12,13,14,15,16,21,0,0,0,0,0,0,21,11,12,21,
0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,22,0,0,21,
0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,
0,0,0,0,0,0,0,0,0,21,0,0,0,23,0,0,92,93,0,21,
0,0,0,0,0,0,0,0,0,21,11,12,13,21,17,18,19,20,0,21,
0,0,0,21,0,0,93,92,0,21,0,0,0,21,0,0,0,0,0,21,
0,0,0,21,11,12,13,14,0,21,0,0,0,21,0,0,0,23,0,22,
0,0,0,21,0,0,0,0,0,21,0,0,0,21,0,0,12,21,0,0,
0,0,0,22,0,23,0,0,0,21,0,0,0,21,0,0,0,21,0,0,
11,12,13,14,15,21,0,0,0,21,0,0,0,21,0,0,0,21,0,0,
0,21,0,0,0,21,103,0,0,21,0,0,0,21,11,11,50,21,0,0,
0,21,0,0,0,22,20,0,0,21,0,0,0,21,0,0,0,21,0,0,
0,21,0,0,0,0,0,0,0,22,0,0,0,21,0,0,0,21,0,0,
0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,
0,21,0,88,89,23,0,0,0,0,0,0,0,21,104,89,88,22,0,23,
0,22,11,12,13,21,0,0,0,0,0,0,0,22,12,13,14,15,16,21,
0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
0,0,0,0,0,21,0,92,0,23,0,0,0,0,0,0,0,0,0,21,
0,0,0,0,0,22,11,12,13,21,0,0,0,0,0,0,0,0,0,21,
0,0,0,0,0,0,0,0,0,21,0,0,107,23,0,89,91,93,0,21,
0,0,88,108,0,21,0,0,0,21,0,0,11,21,17,17,18,19,20,22,
0,12,12,12,12,21,13,0,0,21,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,90,0,22,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,18,19,20,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,
11,12,13,14,15,21,17,18,19,20,11,12,13,21,15,16,17,18,19,20,
0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,
0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,36,36,36,88,23,
0,0,23,0,93,22,0,0,0,0,0,0,0,23,11,13,13,13,13,22,
0,11,21,18,19,20,0,0,0,0,0,92,0,21,0,0,0,0,0,22,
0,0,21,0,0,0,0,0,0,0,0,11,12,22,0,0,0,0,0,22,
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
0,0,21,0,89,23,0,0,0,105,0,21,0,0,0,0,0,23,0,22,
0,0,22,12,12,21,14,14,14,20,0,21,12,12,12,13,13,21,0,22,
0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,45,0,21,0,22,
0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,21,0,22,
0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,21,0,22,
0,0,0,90,0,22,0,0,0,23,0,21,0,0,0,0,106,22,0,22,
0,0,0,11,12,13,14,15,13,21,0,21,12,13,14,15,16,17,18,20,
0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,
0,0,0,23,0,0,23,0,0,21,0,22,0,91,0,0,23,89,92,0,
0,0,11,21,13,13,21,0,0,21,0,13,13,13,13,13,21,18,20,0,
0,0,0,21,0,0,21,0,0,21,0,0,0,0,0,0,21,0,0,0,
0,0,0,21,0,0,11,12,12,21,0,0,0,0,0,0,21,0,0,0,
0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,
0,23,102,22,0,88,0,0,93,22,0,0,0,0,0,0,21,0,0,0,
11,21,12,12,12,14,19,19,19,20,0,0,0,101,0,23,22,0,0,0,
0,21,0,0,0,0,0,0,0,0,0,0,0,11,11,21,20,0,0,0,
0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,
75,18,18,18,21,0,0,0,0,0,0,92,23,0,104,22,104,0,23,0,
0,0,0,0,21,0,0,0,0,0,35,12,21,12,12,12,12,12,22,0,
0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,
0,0,0,0,23,31,103,0,0,0,0,0,21,0,0,94,0,23,22,0,
0,0,0,11,21,12,13,0,0,0,0,0,21,0,0,11,12,22,20,0,
0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,
0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,
0,0,0,0,22,0,110,0,0,0,0,0,22,0,0,0,0,22,0,0,
11,12,13,14,15,16,17,18,19,20,11,12,13,14,15,16,17,18,19,84

